,SchoolCode,School Name,Charter School,DASS,ChronicAbsenteeismRate,College Going Rate - Total (12 Months),TOTAL_EL,Percent Eligible FRPM,School Type,Educational Option Type,Met UC/CSU Grad Req's (Rate),Dropout (Rate),Homeless Student Enrollment (Rate),SPED_ENR_N,Stability Rate (percent),CumulativeEnrollment,Total Expulsions,Total Suspensions,STU_TCH_RATIO,Percentage Standard Met and Above,Students Tested with Scores (Rate)
675,107920,Lakeside High,No ,No ,33.0,48.1,164,0.8488441019561351,High Schools (Public),Traditional,37.4,3.4,0.0821309655937846,271,85.8,1802,3,58,22.4,14.45,0.9805555555555556
676,3330487,Temescal Canyon High,No ,No ,23.0,67.7,125,0.6784660766961652,High Schools (Public),Traditional,53.7,1.9,0.0471584038694075,276,89.2,2481,10,110,25.5,31.28,0.9611451942740288
677,3332350,Elsinore High,No ,No ,38.5,55.5,132,0.7768552153606643,High Schools (Public),Traditional,33.8,0.5,0.0800582241630276,306,84.9,2061,0,144,21.8,27.32,0.973871733966746
678,105734,Great Oak High,No ,No ,14.7,78.0,57,0.2457569585879158,High Schools (Public),Traditional,85.5,0.3,0.0062030688867123,327,92.6,3063,0,92,25,50.14,0.9943181818181818
679,3330370,Temecula Valley High,No ,No ,18.6,74.2,112,0.3640014603870025,High Schools (Public),Traditional,75.3,0.6,0.0094175095919079,429,89.7,2867,2,71,23.5,40.86,0.9812792511700468
681,3330743,Chaparral High,No ,No ,20.9,71.7,90,0.3944515306122449,High Schools (Public),Traditional,72.9,0.3,0.0039816232771822,516,91.5,3265,3,106,26.3,46.56,0.981456953642384
682,100420,Vista Murrieta High,No ,No ,19.2,68.4,92,0.5153245192307693,High Schools (Public),Traditional,63.4,0.4,0.0083597578552897,489,91.2,3469,0,116,23,51.33,0.9592875318066156
683,118794,Murrieta Mesa High,No ,No ,23.5,67.1,80,0.5972894482090997,High Schools (Public),Traditional,62.3,0.0,0.0087800369685767,319,90.7,2164,0,26,22.1,46.23,0.9761431411530817
684,3330529,Murrieta Valley High,No ,No ,22.4,64.4,68,0.4667300380228137,High Schools (Public),Traditional,64.9,0.6,0.006398537477148,330,92.3,2188,5,58,22.7,37.94,0.9730769230769232
685,109108,Citrus Hill High,No ,No ,27.8,53.4,324,0.9159509202453988,High Schools (Public),Traditional,66.8,2.2,0.0351990767455279,230,86.9,1733,0,151,19.7,22.0,0.9887005649717514
686,133306,Orange Vista High,No ,No ,31.7,55.1,246,0.8664440734557596,High Schools (Public),Traditional,71.9,1.6,0.0365332296929654,271,87.2,2573,5,174,22.3,20.95,0.9844357976653696
687,3330552,Rancho Verde High,No ,No ,28.8,57.3,139,0.8210376011423132,High Schools (Public),Traditional,63.5,2.1,0.0342342342342342,254,89.5,2220,0,96,22.1,29.6,0.9594320486815416
688,105916,Monterey Trail High,No ,No ,14.8,77.9,238,0.6783031374281927,High Schools (Public),Traditional,68.1,3.0,0.0359832635983263,278,89.1,2390,2,158,21.5,32.19,0.9743589743589745
689,108753,Pleasant Grove High,No ,No ,11.6,87.8,108,0.3347791798107255,High Schools (Public),Traditional,61.8,1.7,0.0138461538461538,282,93.7,2600,3,116,22.3,56.74,0.94
690,116897,Cosumnes Oaks High,No ,No ,14.4,82.5,102,0.3892840208629682,High Schools (Public),Traditional,66.3,2.4,0.0159453302961275,233,92.2,2195,0,124,21.2,41.31,0.9652351738241308
691,3430170,Valley High,No ,No ,25.8,72.3,424,0.7848335388409371,High Schools (Public),Traditional,56.2,4.3,0.0798226164079822,295,80.3,1804,2,255,19.8,21.81,0.96448087431694
692,3430477,Florin High,No ,No ,25.6,71.2,422,0.7963073257891602,High Schools (Public),Traditional,43.1,7.6,0.0424374319912948,279,81.9,1838,2,219,18.3,12.5,0.8226221079691517
693,3430592,Laguna Creek High,No ,No ,20.5,78.6,167,0.5186741363211952,High Schools (Public),Traditional,65.2,1.8,0.0154252974878801,323,88.8,2269,4,142,21.2,31.88,0.949248120300752
694,3430618,Sheldon High,No ,No ,17.8,77.7,263,0.6148648648648649,High Schools (Public),Traditional,51.2,2.2,0.0271013354281225,246,86.3,2546,3,209,21.7,43.84,0.9659863945578232
695,3430873,Franklin High,No ,No ,11.3,87.2,134,0.3992452830188679,High Schools (Public),Traditional,74.2,1.5,0.0112809315866084,223,92.7,2748,0,178,23.3,47.61,0.9559055118110236
696,3432572,Elk Grove High,No ,No ,21.0,81.4,84,0.4685273159144893,High Schools (Public),Traditional,50.1,8.9,0.0168350168350168,279,89.2,1782,3,166,20.2,32.69,0.9655172413793104
697,113571,Vista del Lago High,No ,No ,6.6,89.0,30,0.0729517396184062,High Schools (Public),Traditional,79.3,0.2,0.0044004400440044,141,96.2,1818,0,33,24.3,60.0,0.981941309255079
698,3431533,Cordova High,No ,No ,24.0,65.4,437,0.698045267489712,High Schools (Public),Traditional,24.2,6.4,0.0666049953746531,304,81.5,2162,0,148,18.5,22.6,0.9760191846522782
699,3433216,Folsom High,No ,No ,8.3,87.3,145,0.2099276111685625,High Schools (Public),Traditional,69.5,0.1,0.0195688225538971,261,91.0,3015,2,77,24.9,58.42,0.9599406528189912
700,119131,Liberty Ranch High,No ,No ,14.5,61.3,49,0.4126807563959955,High Schools (Public),Traditional,36.6,3.3,0.0320855614973262,127,92.1,935,1,23,22.8,50.48,0.9767441860465116
701,3433471,Galt High,No ,No ,20.2,57.5,72,0.5735140771637122,High Schools (Public),Traditional,42.7,2.0,0.0270541082164328,121,90.6,998,5,33,22.3,38.86,0.985981308411215
702,4835302,Rio Vista High,No ,No ,26.8,56.8,37,0.7192429022082019,High Schools (Public),Traditional,45.3,5.4,0.0502793296089385,43,82.7,358,1,29,16.7,22.06,0.9855072463768116
703,102038,Sacramento Charter High,Yes,No ,43.4,82.8,17,0.7554479418886199,High Schools (Public),Traditional,100.0,10.2,0.1108695652173913,65,77.2,460,1,150,23.3,13.13,0.9801980198019802
704,3430048,Mesa Verde High,No ,No ,33.9,49.7,129,0.5771812080536913,High Schools (Public),Traditional,40.0,7.3,0.0731204943357363,174,82.0,971,1,223,19.7,16.83,0.985781990521327
706,3430493,Bella Vista High,No ,No ,25.8,79.0,134,0.3563692625064466,High Schools (Public),Traditional,47.3,6.3,0.0237037037037037,171,88.9,2025,0,109,23.6,44.8,0.9866071428571428
707,3431111,Casa Roble Fundamental High,No ,No ,21.0,63.3,27,0.4808695652173913,High Schools (Public),Traditional,62.9,1.2,0.0214521452145214,133,88.7,1212,0,74,21,18.35,0.9535714285714286
708,3432051,Del Campo High,No ,No ,24.5,75.0,197,0.5322997416020672,High Schools (Public),Traditional,33.1,4.1,0.0488835244417622,202,84.7,1657,1,81,21.7,24.8,0.97911227154047
709,3432317,El Camino Fundamental High,No ,No ,21.3,75.5,120,0.5456769983686787,High Schools (Public),Traditional,52.5,1.1,0.0413476263399693,118,86.4,1306,1,110,22,36.53,0.9890510948905108
710,3432838,Encina High,No ,No ,33.9,59.2,431,0.8772845953002611,High Schools (Public),Traditional,23.0,17.5,0.1236559139784946,80,71.6,930,0,169,17.3,2.26,0.9779005524861878
711,3435930,Mira Loma High,No ,No ,25.6,77.3,455,0.627190332326284,High Schools (Public),Traditional,49.9,9.2,0.0796213808463251,141,84.4,1796,1,208,22.3,38.95,0.9731182795698924
712,3436714,Rio Americano High,No ,No ,21.7,89.0,255,0.3992596509783183,High Schools (Public),Traditional,56.2,2.2,0.0136157337367624,126,91.1,1983,0,130,23.7,40.13,0.9350104821802936
713,3438504,San Juan High,No ,No ,36.3,53.7,134,0.6869409660107334,High Schools (Public),Traditional,31.5,15.2,0.1064748201438848,95,70.8,695,2,98,11.9,15.69,0.9935064935064936
714,102236,Inderkum High,No ,No ,16.7,78.6,164,0.5601640838650866,High Schools (Public),Traditional,63.7,1.6,0.0302775441547518,213,84.9,2378,7,105,24.4,24.68,0.9447852760736196
715,112425,Natomas Pacific Pathways Prep,Yes,No ,3.6,87.2,45,0.3640699523052464,High Schools (Public),Traditional,100.0,0.0,0.0,29,98.1,635,0,2,17.7,55.35,1.0
716,3430584,Natomas High,No ,No ,22.6,58.2,192,0.759723422644771,High Schools (Public),Traditional,46.7,2.0,0.0745682888540031,226,79.7,1274,1,163,22,14.47,0.9620253164556962
717,101832,Futures High,Yes,No ,16.3,59.7,251,0.7931769722814499,High Schools (Public),Traditional,53.2,7.0,0.0209523809523809,21,79.4,525,0,33,21.3,24.07,1.0
718,3433265,Foothill High,No ,No ,35.4,58.0,465,0.9223712067748764,High Schools (Public),Traditional,54.9,4.2,0.1004366812227074,197,77.1,1603,4,140,21.6,16.23,0.98371335504886
719,3433794,Grant Union High,No ,No ,32.8,57.1,578,0.9129340714645192,High Schools (Public),Traditional,50.3,5.5,0.1376681614349775,324,78.5,2230,9,202,20,14.12,0.8114558472553699
720,3434370,Highlands High,No ,No ,42.1,44.7,241,0.8881748071979434,High Schools (Public),Traditional,54.7,5.1,0.1088757396449704,152,78.4,845,4,116,18.6,17.39,0.9787234042553192
721,3436979,Rio Linda High,No ,No ,35.1,57.3,313,0.8299874529485571,High Schools (Public),Traditional,72.3,2.2,0.0625,231,80.7,1728,8,172,20.2,22.78,0.976878612716763
723,3530060,Anzar High,No ,No ,14.1,72.2,49,0.5468164794007491,High Schools (Public),Traditional,50.0,4.7,0.0727272727272727,24,94.2,275,0,17,16.4,,1.0
724,3630803,Barstow High,No ,No ,55.8,62.1,136,0.6765083440308087,High Schools (Public),Traditional,23.7,4.4,0.0461111111111111,281,74.6,1800,0,352,24.2,22.9,0.9309309309309308
726,3630225,Alta Loma High,No ,No ,29.3,76.6,103,0.6031014249790444,High Schools (Public),Traditional,73.5,3.9,0.0349107835531419,396,89.6,2578,2,112,24.9,,
727,3630035,Don Antonio Lugo High,No ,No ,25.4,64.2,98,0.822452229299363,High Schools (Public),Traditional,50.5,0.3,0.1078066914498141,228,86.2,1345,5,107,18.8,32.97,0.9715302491103204
728,3630522,Ruben S. Ayala High,No ,No ,14.7,83.3,75,0.4675324675324675,High Schools (Public),Traditional,81.2,0.2,0.0341519570222563,201,94.7,2606,2,50,25.7,56.82,0.9711375212224108
729,3631017,Chino Hills High,No ,No ,20.8,76.9,113,0.5160116448326055,High Schools (Public),Traditional,66.6,0.5,0.0429110882251973,274,90.1,2913,9,76,25.9,50.95,0.9799139167862266
730,3632502,Chino High,No ,No ,27.3,55.0,145,0.7684159845931632,High Schools (Public),Traditional,50.6,2.8,0.0718157181571815,339,88.7,2214,13,91,21.5,24.37,0.9655172413793104
732,125500,Grand Terrace High School at the Ray Abril Jr. Educational Complex,No ,No ,19.8,54.4,115,0.7370977534911961,High Schools (Public),Traditional,43.5,3.8,0.0737400530503978,219,79.7,1885,3,102,19.9,25.53,0.997005988023952
733,3631322,Bloomington High,No ,No ,19.1,56.8,278,0.8723522853957637,High Schools (Public),Traditional,41.8,3.4,0.0681381957773512,258,80.0,2084,1,103,18.7,23.66,0.9946524064171124
734,3632742,Colton High,No ,No ,24.6,66.2,241,0.9074609600925392,High Schools (Public),Traditional,33.0,4.2,0.0804020100502512,242,80.7,1990,4,139,19.3,22.85,0.984126984126984
735,108191,Summit High,No ,No ,19.2,75.3,291,0.7211009174311926,High Schools (Public),Traditional,65.3,1.1,0.0289804469273743,250,89.0,2864,3,169,23.5,30.82,0.9870550161812298
736,120758,Jurupa Hills High,No ,No ,24.3,65.1,306,0.8487636572742956,High Schools (Public),Traditional,77.2,1.2,0.0269413629160063,201,84.9,1893,2,96,19.2,22.88,0.989821882951654
737,3630555,Fontana A. B. Miller High,No ,No ,24.8,57.8,430,0.7533333333333333,High Schools (Public),Traditional,56.7,1.5,0.0267354596622889,250,82.4,2132,3,76,18.8,26.6,0.9950980392156864
738,3630902,Henry J. Kaiser High,No ,No ,24.7,58.1,256,0.8608433734939759,High Schools (Public),Traditional,65.5,0.7,0.029059829059829,230,89.3,1755,0,73,17.7,21.71,0.9808612440191388
739,3633302,Fontana High,No ,No ,22.9,60.2,651,0.9530386740331492,High Schools (Public),Traditional,78.4,3.3,0.0434942867674161,309,86.1,2713,1,68,21,32.16,0.9941520467836256
740,3638616,Yucca Valley High,No ,No ,38.6,47.6,42,0.6164383561643836,High Schools (Public),Traditional,27.6,12.0,0.0743083003952569,219,85.1,1265,6,281,19.6,22.12,0.9338842975206612
741,102830,Wilmer Amina Carter High,No ,No ,23.3,62.6,222,0.7831881086622245,High Schools (Public),Traditional,59.9,1.9,0.1283396946564885,234,84.6,2096,2,147,21.4,46.57,0.9936034115138592
742,3630597,Rialto High,No ,No ,18.9,57.3,459,0.8566526877621045,High Schools (Public),Traditional,64.4,4.3,0.100464783696818,285,86.7,2797,2,85,21.9,35.03,0.9921011058451816
743,3633005,Eisenhower High,No ,No ,24.1,53.1,404,0.8669879518072289,High Schools (Public),Traditional,60.1,2.0,0.1289473684210526,265,82.4,2280,3,93,20,36.88,0.9604166666666668
745,3635265,Rim of the World High,No ,No ,30.1,49.1,61,0.6104651162790697,High Schools (Public),Traditional,45.9,5.0,0.0131291028446389,107,85.9,914,0,53,19.7,26.14,0.9411764705882352
746,125450,Indian Springs High,No ,No ,34.5,58.0,258,0.9679558011049724,High Schools (Public),Traditional,54.4,4.5,0.1564299424184261,292,77.7,2084,3,130,21.7,25.06,0.9699248120300752
747,3631082,Arroyo Valley High,No ,No ,35.1,51.3,448,0.962481426448737,High Schools (Public),Traditional,55.2,1.9,0.1299932295192958,350,83.0,2954,3,186,24.2,15.12,0.9911816578483243
748,3632221,Cajon High,No ,No ,22.6,66.1,155,0.86608442503639,High Schools (Public),Traditional,55.1,1.0,0.0884925975773889,310,85.1,2972,11,189,24.7,25.57,0.9954545454545456
749,3634680,Pacific High,No ,No ,36.9,58.3,174,0.9678972712680578,High Schools (Public),Traditional,73.6,2.0,0.1340350877192982,224,77.5,1425,8,134,19.8,18.95,1.0
750,3635844,San Bernardino High,No ,No ,28.4,44.0,224,0.9625,High Schools (Public),Traditional,47.1,4.4,0.1378476420798065,234,77.1,1654,0,144,20.9,,
751,3636081,San Gorgonio High,No ,No ,25.3,58.1,125,0.9161425576519916,High Schools (Public),Traditional,45.4,1.3,0.0758790869833436,236,81.4,1621,1,143,20.9,18.83,0.9840255591054312
752,125419,Adelanto High,No ,No ,22.2,52.5,308,0.8615932354250111,High Schools (Public),Traditional,42.8,5.7,0.0459770114942528,357,74.6,2610,1,166,23.4,23.52,0.9812889812889812
753,3630787,Silverado High,No ,No ,22.8,65.4,319,0.8138568129330254,High Schools (Public),Traditional,50.6,6.4,0.0349980338183248,394,72.5,2543,0,108,21.8,18.03,0.9794661190965092
754,3638012,Victor Valley High,No ,No ,18.0,58.8,382,0.9095343680709534,High Schools (Public),Traditional,47.6,9.1,0.0421799178798059,401,73.4,2679,0,113,23.8,9.15,0.9690721649484536
755,3638509,Yucaipa High,No ,No ,25.1,63.8,156,0.5876588021778585,High Schools (Public),Traditional,38.4,1.5,0.0118632240055826,440,89.1,2866,10,186,24.4,32.52,0.9686520376175548
757,3630076,Baker High,No ,No ,16.1,,19,0.5483870967741935,High Schools (Public),Traditional,,,0.28125,8,93.8,32,0,5,7.1,18.18,1.0
758,3630274,Silver Valley High,No ,No ,22.0,54.2,12,0.6505102040816326,High Schools (Public),Traditional,52.1,0.0,0.0625,40,78.5,432,0,28,17.2,25.56,0.989010989010989
759,3630233,Serrano High,No ,No ,27.2,61.3,205,0.5792880258899676,High Schools (Public),Traditional,29.7,7.5,0.046925566343042,380,80.4,2472,23,243,21.8,24.81,0.9518072289156626
760,119115,Oak Hills High,No ,No ,37.6,75.5,284,0.5388185654008438,High Schools (Public),Traditional,57.3,2.7,0.025582283314242,312,83.8,2619,4,174,21.5,29.26,0.9557522123893806
761,3630407,Hesperia High,No ,No ,40.8,73.3,474,0.7708939708939709,High Schools (Public),Traditional,72.4,1.1,0.0953084595493165,322,80.3,2707,12,230,22.7,29.83,0.985480943738657
762,3630746,Sultana High,No ,No ,27.9,64.9,336,0.7302192564346998,High Schools (Public),Traditional,73.0,2.5,0.0480103806228373,278,81.4,2312,8,173,21.9,26.35,0.984478935698448
763,3630563,Lucerne Valley High,No ,No ,32.8,60.4,59,0.8819875776397516,High Schools (Public),Traditional,31.5,2.6,0.0140845070422535,48,82.8,355,0,61,15.1,,
764,3637584,Upland High,No ,No ,19.8,69.5,142,0.6950303897032535,High Schools (Public),Traditional,56.8,2.0,0.0496977837474815,386,88.6,2978,1,83,22.5,42.51,0.9730586370839936
765,3630423,Apple Valley High,No ,No ,29.9,64.0,216,0.6635006784260515,High Schools (Public),Traditional,50.2,0.7,0.0609028960817717,292,86.1,2348,9,179,23.5,22.17,0.9730290456431536
766,3630894,Granite Hills High,No ,No ,38.1,62.2,193,0.7386934673366834,High Schools (Public),Traditional,36.2,5.7,0.0568527918781725,302,79.8,1970,18,237,22.1,21.52,0.9518072289156626
767,3731478,Coronado High,No ,No ,12.7,85.9,11,0.1461461461461461,High Schools (Public),Traditional,80.2,0.4,0.0009794319294809,121,93.8,1021,0,21,18,63.68,0.9176470588235294
768,111195,Classical Academy High,Yes,No ,2.6,74.0,7,0.2200598802395209,High Schools (Public),Traditional,59.9,0.3,0.0058436815193571,175,94.1,1369,0,5,22.6,51.01,0.952076677316294
769,3731023,Escondido Charter High,Yes,No ,5.1,66.9,23,0.351931330472103,High Schools (Public),Traditional,72.1,0.0,0.0,58,96.1,947,0,10,17.3,51.74,0.9852941176470588
771,3732179,Fallbrook High,No ,No ,26.4,61.0,386,0.7177549919050189,High Schools (Public),Traditional,59.7,10.0,0.0832049306625577,302,89.8,1947,6,115,20.6,35.06,0.9746835443037974
773,3730066,Valhalla High,No ,No ,22.8,82.6,260,0.6944444444444444,High Schools (Public),Traditional,50.7,10.7,0.0077348066298342,219,89.7,1810,1,66,23.5,37.28,0.9589371980676328
774,3730702,West Hills High,No ,No ,18.2,74.9,60,0.4267241379310345,High Schools (Public),Traditional,61.2,4.1,0.0047932893948472,257,93.3,1669,1,60,23.4,46.13,0.9670658682634732
775,3731262,Steele Canyon High,Yes,No ,15.0,72.7,192,0.4990900818926296,High Schools (Public),Traditional,64.9,0.4,0.0273788150807899,235,96.0,2228,1,37,24,52.68,0.9901574803149606
776,3731692,El Cajon Valley High,No ,No ,29.2,66.8,702,0.8883009994121105,High Schools (Public),Traditional,35.8,22.7,0.0161795407098121,281,81.0,1916,6,200,20.7,13.91,0.9811764705882352
777,3731809,El Capitan High,No ,No ,24.9,64.3,147,0.5215469613259669,High Schools (Public),Traditional,50.7,7.6,0.0042395336512983,403,90.5,1887,2,70,21.9,26.33,0.9729064039408868
778,3732336,Granite Hills High,No ,No ,24.7,66.3,265,0.5757185757185758,High Schools (Public),Traditional,56.0,10.9,0.0139802631578947,384,90.3,2432,0,66,24,19.85,0.969147005444646
779,3732625,Grossmont High,No ,No ,21.6,75.8,280,0.6395027624309392,High Schools (Public),Traditional,55.2,16.0,0.0091027308192457,383,87.5,2307,4,111,24.4,34.07,0.9637526652452024
780,3732732,Helix High,Yes,No ,5.3,79.1,89,0.6546593578700078,High Schools (Public),Traditional,95.6,0.2,0.0237912509593246,307,95.0,2606,2,59,23.2,57.72,0.95
781,3734548,Monte Vista High,No ,No ,31.4,62.8,259,0.7621516526247569,High Schools (Public),Traditional,44.7,12.4,0.0182260024301336,353,86.1,1646,0,85,20,31.6,0.9839743589743588
782,3734761,Mount Miguel High,No ,No ,31.4,56.4,278,0.792722547108512,High Schools (Public),Traditional,48.2,16.4,0.033373063170441,354,83.2,1678,2,108,21.7,21.7,0.9605633802816902
785,3734878,Mountain Empire High,No ,No ,43.8,56.2,80,0.4199029126213592,High Schools (Public),Traditional,52.1,2.7,0.0311804008908685,81,78.6,449,0,69,18.8,12.5,0.8979591836734694
786,123224,San Diego Virtual,Yes,Yes,12.4,29.9,40,0.6724565756823822,High Schools (Public),Traditional,24.5,5.8,0.191860465116279,55,64.5,516,0,0,16.2,32.14,0.875
787,3735974,Ramona High,No ,No ,25.3,57.8,129,0.5719373219373219,High Schools (Public),Traditional,49.8,1.3,0.0192439862542955,239,90.7,1455,0,68,21.1,39.12,0.9735099337748344
788,107078,Kearny Digital Media & Design,No ,No ,15.0,67.6,35,0.7363896848137536,High Schools (Public),Traditional,73.1,0.0,0.1058201058201058,74,67.5,378,0,6,22.1,42.31,0.975
789,107086,Kearny School of Biomedical Science and Technology,No ,No ,9.0,67.5,31,0.8146964856230032,High Schools (Public),Traditional,61.9,0.0,0.0892857142857142,42,75.6,336,0,0,20.1,43.04,1.0
790,107094,Kearny College Connections,No ,No ,12.9,76.2,34,0.7640117994100295,High Schools (Public),Traditional,71.9,0.0,0.0726256983240223,50,69.3,358,0,3,21.1,31.17,1.0
791,107102,Kearny Eng Innov & Design,No ,No ,10.6,57.4,35,0.7676767676767676,High Schools (Public),Traditional,74.6,0.0,0.0597484276729559,55,69.5,318,0,8,20.9,42.25,0.9861111111111112
792,107177,Crawford High,No ,No ,23.6,67.9,351,0.928679817905918,High Schools (Public),Traditional,63.4,6.5,0.2061855670103092,195,83.1,1455,0,92,22.1,24.34,0.9440993788819876
793,107219,San Diego High,No ,No ,28.3,69.9,197,0.7103620474406991,High Schools (Public),Traditional,52.2,6.9,0.151811385853939,241,84.3,1739,0,9,21,34.38,0.9577039274924471
795,108787,High Tech High Media Arts,Yes,No ,31.7,77.0,36,0.4309859154929577,High Schools (Public),Traditional,98.9,2.0,0.0053333333333333,91,87.2,375,0,18,14.2,26.58,1.0
796,114025,Lincoln High,No ,No ,33.1,52.4,362,0.8977807666442502,High Schools (Public),Traditional,65.4,2.5,0.2432762836185819,328,81.0,1636,3,108,20,16.57,0.9540229885057472
797,114462,Health Sciences High and Middle College,Yes,No ,33.6,65.2,107,0.719626168224299,High Schools (Public),Traditional,91.9,1.9,0.0137931034482758,95,87.4,580,0,2,20.6,14.63,1.0
799,118851,King-Chavez Community High,Yes,No ,33.9,58.3,68,0.9690265486725664,High Schools (Public),Traditional,65.5,3.2,0.0165975103734439,58,85.5,241,0,17,12.3,15.56,0.9782608695652174
800,127647,e3 Civic High,Yes,No ,20.4,77.7,93,0.7611111111111111,High Schools (Public),Traditional,98.6,0.0,0.0729166666666666,84,88.8,384,1,55,17.7,14.58,0.9896907216494846
801,3730173,Canyon Hills High,No ,No ,16.8,77.3,32,0.5849535080304311,High Schools (Public),Traditional,81.8,1.6,0.0288924558587479,198,88.3,1246,0,56,19.7,36.52,0.986013986013986
802,3730181,Mira Mesa High,No ,No ,11.4,81.6,155,0.5711019661636946,High Schools (Public),Traditional,73.6,1.7,0.1003460207612456,271,89.8,2312,0,38,22.8,41.32,0.9690522243713732
803,3730314,University City High,No ,No ,16.8,82.6,64,0.489419795221843,High Schools (Public),Traditional,68.8,0.3,0.0446487196323046,175,93.3,1523,0,31,22.4,53.92,0.9785276073619632
804,3730884,Scripps Ranch High,No ,No ,10.0,90.0,27,0.1984126984126984,High Schools (Public),Traditional,90.1,0.0,0.0149638802889576,174,94.7,1938,0,29,24.3,70.35,0.9898785425101214
805,3731213,Clairemont High,No ,No ,26.5,66.5,46,0.5735115431348724,High Schools (Public),Traditional,67.8,1.5,0.0563866513233601,152,85.6,869,0,27,19.5,35.23,0.9897435897435898
806,3732781,Henry High,No ,No ,15.7,86.0,68,0.4164989939637827,High Schools (Public),Traditional,84.5,1.0,0.0308112324492979,268,93.6,2564,4,133,24.1,55.74,0.9494470774091628
807,3732997,Hoover High,No ,No ,21.6,62.8,415,0.8920934858279463,High Schools (Public),Traditional,58.4,5.8,0.1464088397790055,346,85.7,2172,2,91,19.4,23.22,0.9645232815964524
808,3733508,La Jolla High,No ,No ,16.1,84.4,30,0.3023850085178876,High Schools (Public),Traditional,85.5,0.7,0.0158069883527454,160,93.0,1202,0,22,21.9,56.72,0.9537366548042704
809,3733698,Madison High,No ,No ,22.0,76.0,56,0.8076923076923077,High Schools (Public),Traditional,70.1,1.0,0.1127450980392156,207,91.3,816,0,27,17,33.17,0.9903381642512076
810,3734431,Mission Bay High,No ,No ,18.3,84.1,38,0.4443548387096774,High Schools (Public),Traditional,68.0,1.1,0.0289968652037617,159,92.7,1276,0,55,19.3,57.67,0.986842105263158
811,3734654,Morse High,No ,No ,19.8,66.7,153,0.8007542426147077,High Schools (Public),Traditional,53.3,1.1,0.1475992886781268,270,85.5,1687,0,82,21.3,32.84,0.9467787114845938
812,3735750,Point Loma High,No ,No ,13.8,84.0,46,0.4332946635730858,High Schools (Public),Traditional,78.7,2.0,0.0314783586284429,249,92.5,1779,1,50,21.9,47.25,0.975609756097561
815,106328,Canyon Crest Academy,No ,No ,5.4,86.2,15,0.1141127154168607,High Schools (Public),Traditional,87.8,0.0,0.0041647385469689,111,98.0,2161,0,10,25.4,78.21,0.9790209790209792
816,3730033,Torrey Pines High,No ,No ,12.0,81.4,151,0.1766561514195583,High Schools (Public),Traditional,78.1,0.3,0.0197119029567854,240,94.0,2638,0,52,23.5,48.98,0.978441127694859
817,3731007,La Costa Canyon High,No ,No ,13.6,77.1,47,0.1826381059751973,High Schools (Public),Traditional,69.7,2.5,0.0204081632653061,262,95.1,1813,0,26,20.8,51.08,0.992822966507177
818,3737418,San Dieguito HS Academy,No ,No ,12.3,70.5,81,0.2490504612045578,High Schools (Public),Traditional,81.3,1.1,0.0375738056897477,242,96.5,1863,0,23,23.1,60.77,0.9653579676674364
821,3730124,Southwest Senior High,No ,No ,18.9,69.9,534,0.8438899552143314,High Schools (Public),Traditional,60.2,2.9,0.0276774969915764,225,89.0,1662,6,124,22.1,16.85,0.968421052631579
822,3730405,Bonita Vista Senior High,No ,No ,15.7,81.1,170,0.3709183673469388,High Schools (Public),Traditional,67.4,1.1,0.0109315589353612,270,88.7,2104,0,84,21.7,38.84,0.9839816933638444
823,3730801,Castle Park Senior High,No ,No ,14.9,66.7,493,0.8231841526045488,High Schools (Public),Traditional,40.0,2.8,0.0180481283422459,264,84.0,1496,0,82,22.1,23.37,0.97
824,3730843,Eastlake High,No ,No ,8.5,85.5,144,0.2252639812280015,High Schools (Public),Traditional,75.8,2.0,0.0048817123544874,309,93.4,2663,0,49,24,62.89,0.9945454545454544
825,3731502,San Ysidro High,No ,No ,26.0,61.3,692,0.783101494075219,High Schools (Public),Traditional,41.3,7.7,0.043230403800475,264,86.9,2105,2,181,23.2,18.72,0.9864864864864864
826,3732849,Hilltop Senior High,No ,No ,24.5,73.6,301,0.7735742518351214,High Schools (Public),Traditional,53.7,1.5,0.0192307692307692,325,90.1,1872,3,78,21.9,27.76,0.9830917874396136
827,3733953,Mar Vista Senior High,No ,No ,20.1,72.2,304,0.7689144736842105,High Schools (Public),Traditional,49.4,7.8,0.0253353204172876,209,82.9,1342,1,53,22.2,19.66,0.9669421487603306
828,3738226,Sweetwater High,No ,No ,19.5,56.7,638,0.891703056768559,High Schools (Public),Traditional,37.8,8.6,0.0247766043866774,311,87.2,2462,5,101,25.1,0.88,0.991304347826087
829,3738234,Montgomery Senior High,No ,No ,16.7,74.0,407,0.8067602040816326,High Schools (Public),Traditional,53.6,3.8,0.0202501488981536,283,87.3,1679,1,67,21.8,26.67,0.9850746268656716
831,3730728,Rancho Buena Vista High,No ,No ,18.2,68.6,162,0.7008722421754746,High Schools (Public),Traditional,45.6,5.3,0.0750853242320819,326,88.6,2051,1,109,19,31.47,0.9728395061728397
832,3738705,Vista High,No ,No ,23.2,49.1,268,0.8465063001145475,High Schools (Public),Traditional,36.5,4.8,0.1260096930533118,355,88.8,1857,5,115,16.7,15.97,0.9926829268292684
833,3730694,Carlsbad High,No ,No ,21.1,63.2,95,0.3154965753424658,High Schools (Public),Traditional,69.8,1.5,0.0121237458193979,381,94.1,2392,0,53,23.8,51.91,0.9395085066162572
